"common.name","scientific.name","category","obs.date","count","duration.min","checklist.id","observer.id","num.observers","all.species.reported","distance.km","locality","county","protocol","park","longitude","latitude","OBJECTID_1"
"Northern Flicker","Colaptes auratus","species","2014-06-28","1",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Northern Flicker","Colaptes auratus","species","2014-06-28","1",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Northern Parula","Setophaga americana","species","2014-06-28","2",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Northern Parula","Setophaga americana","species","2014-06-28","1",65,"S18951338","obsr47429",15,1,1.207,"US-ME-Millinocket - 45.8660x-68.6794 - Jun 30, 2014, 9:05 AM","Penobscot","Traveling","KAWW",-68.679438,45.866013,423
"Northern Parula","Setophaga americana","species","2014-06-28","2",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Northern Parula","Setophaga americana","species","2014-06-28","2",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Northern Waterthrush","Parkesia noveboracensis","species","2014-06-28","1",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Northern Waterthrush","Parkesia noveboracensis","species","2014-06-28","1",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Northern Waterthrush","Parkesia noveboracensis","species","2014-06-28","1",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Ovenbird","Seiurus aurocapilla","species","2014-06-28","3",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Ovenbird","Seiurus aurocapilla","species","2014-06-28","3",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Ovenbird","Seiurus aurocapilla","species","2014-06-28","3",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Palm Warbler","Setophaga palmarum","species","2014-06-28","1",65,"S18951338","obsr47429",15,1,1.207,"US-ME-Millinocket - 45.8660x-68.6794 - Jun 30, 2014, 9:05 AM","Penobscot","Traveling","KAWW",-68.679438,45.866013,423
"Palm Warbler","Setophaga palmarum","species","2014-06-28","1",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Palm Warbler","Setophaga palmarum","species","2014-06-28","1",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Palm Warbler","Setophaga palmarum","species","2014-06-28","1",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Purple Finch","Haemorhous purpureus","species","2014-06-28","1",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Purple Finch","Haemorhous purpureus","species","2014-06-28","1",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Purple Finch","Haemorhous purpureus","species","2014-06-28","1",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Red-breasted Nuthatch","Sitta canadensis","species","2014-06-28","1",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Red-breasted Nuthatch","Sitta canadensis","species","2014-06-28","1",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Red-breasted Nuthatch","Sitta canadensis","species","2014-06-28","1",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Red-eyed Vireo","Vireo olivaceus","species","2014-06-28","3",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Red-eyed Vireo","Vireo olivaceus","species","2014-06-28","3",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Red-eyed Vireo","Vireo olivaceus","species","2014-06-28","3",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Rose-breasted Grosbeak","Pheucticus ludovicianus","species","2014-06-28","1",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Rose-breasted Grosbeak","Pheucticus ludovicianus","species","2014-06-28","1",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Rose-breasted Grosbeak","Pheucticus ludovicianus","species","2014-06-28","1",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Ruby-throated Hummingbird","Archilochus colubris","species","2014-06-28","1",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Ruby-throated Hummingbird","Archilochus colubris","species","2014-06-28","1",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Ruby-throated Hummingbird","Archilochus colubris","species","2014-06-28","1",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Ruby-crowned Kinglet","Corthylio calendula","species","2014-06-28","1",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Ruby-crowned Kinglet","Corthylio calendula","species","2014-06-28","1",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Ruby-crowned Kinglet","Corthylio calendula","species","2014-06-28","1",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Ruffed Grouse","Bonasa umbellus","species","2014-06-28","2",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Ruffed Grouse","Bonasa umbellus","species","2014-06-28","2",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Ruffed Grouse","Bonasa umbellus","species","2014-06-28","2",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Rusty Blackbird","Euphagus carolinus","species","2014-06-28","4",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Rusty Blackbird","Euphagus carolinus","species","2014-06-28","4",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Rusty Blackbird","Euphagus carolinus","species","2014-06-28","4",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Swamp Sparrow","Melospiza georgiana","species","2014-06-28","1",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Swamp Sparrow","Melospiza georgiana","species","2014-06-28","1",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Swamp Sparrow","Melospiza georgiana","species","2014-06-28","1",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Swainson's Thrush","Catharus ustulatus","species","2014-06-28","1",65,"S18951338","obsr47429",15,1,1.207,"US-ME-Millinocket - 45.8660x-68.6794 - Jun 30, 2014, 9:05 AM","Penobscot","Traveling","KAWW",-68.679438,45.866013,423
"Swainson's Thrush","Catharus ustulatus","species","2014-06-28","4",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Swainson's Thrush","Catharus ustulatus","species","2014-06-28","4",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Swainson's Thrush","Catharus ustulatus","species","2014-06-28","4",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Tree Swallow","Tachycineta bicolor","species","2014-06-28","2",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Tree Swallow","Tachycineta bicolor","species","2014-06-28","2",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Tree Swallow","Tachycineta bicolor","species","2014-06-28","2",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Turkey Vulture","Cathartes aura","species","2014-06-28","1",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Turkey Vulture","Cathartes aura","species","2014-06-28","1",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Turkey Vulture","Cathartes aura","species","2014-06-28","1",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Veery","Catharus fuscescens","species","2014-06-28","2",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Veery","Catharus fuscescens","species","2014-06-28","2",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Veery","Catharus fuscescens","species","2014-06-28","2",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"White-throated Sparrow","Zonotrichia albicollis","species","2014-06-28","5",65,"S18951338","obsr47429",15,1,1.207,"US-ME-Millinocket - 45.8660x-68.6794 - Jun 30, 2014, 9:05 AM","Penobscot","Traveling","KAWW",-68.679438,45.866013,423
"White-throated Sparrow","Zonotrichia albicollis","species","2014-06-28","10",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"White-throated Sparrow","Zonotrichia albicollis","species","2014-06-28","10",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"White-throated Sparrow","Zonotrichia albicollis","species","2014-06-28","10",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Winter Wren","Troglodytes hiemalis","species","2014-06-28","2",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Winter Wren","Troglodytes hiemalis","species","2014-06-28","2",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Winter Wren","Troglodytes hiemalis","species","2014-06-28","2",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Yellow-bellied Flycatcher","Empidonax flaviventris","species","2014-06-28","1",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Yellow-bellied Flycatcher","Empidonax flaviventris","species","2014-06-28","1",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Yellow-bellied Flycatcher","Empidonax flaviventris","species","2014-06-28","1",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Yellow-bellied Sapsucker","Sphyrapicus varius","species","2014-06-28","5",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Yellow-bellied Sapsucker","Sphyrapicus varius","species","2014-06-28","2",65,"S18951338","obsr47429",15,1,1.207,"US-ME-Millinocket - 45.8660x-68.6794 - Jun 30, 2014, 9:05 AM","Penobscot","Traveling","KAWW",-68.679438,45.866013,423
"Yellow-bellied Sapsucker","Sphyrapicus varius","species","2014-06-28","5",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Yellow-bellied Sapsucker","Sphyrapicus varius","species","2014-06-28","5",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Yellow-rumped Warbler","Setophaga coronata","species","2014-06-28","4",300,"S68914514","obsr306204",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Yellow-rumped Warbler","Setophaga coronata","species","2014-06-28","4",300,"S68436747","obsr413608",15,1,NA,"Katahdin Woods & Waters NM","Penobscot","Historical","KAWW",-68.6896026,45.8747122,423
"Yellow-rumped Warbler","Setophaga coronata","species","2014-06-28","4",300,"S18980607","obsr16623",16,1,28.968,"Katahdin Loop Road - Elliotsville Plantation","Penobscot","Traveling","KAWW",-68.6787859,45.8665837,423
"Spruce Grouse","Canachites canadensis","species","2015-08-09","4",35,"S51752800","obsr1204825",1,1,NA,"Katahdin Woods & Waters NM","Penobscot","Stationary","KAWW",-68.6896026,45.8747122,423
"American Crow","Corvus brachyrhynchos","species","2016-09-12","2",239,"S32502655","obsr401421",1,0,12.875,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-and-white Warbler","Mniotilta varia","species","2016-09-16","1",225,"S31610435","obsr211033",1,1,24.784,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Belted Kingfisher","Megaceryle alcyon","species","2016-09-16","1",225,"S31610435","obsr211033",1,1,24.784,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blackburnian Warbler","Setophaga fusca","species","2016-09-16","1",225,"S31610435","obsr211033",1,1,24.784,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-capped Chickadee","Poecile atricapillus","species","2016-09-26","19",204,"S31801031","obsr322135",2,1,35.405,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-capped Chickadee","Poecile atricapillus","species","2016-09-30","9",135,"S31830856","obsr322135",2,1,4.023,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-capped Chickadee","Poecile atricapillus","species","2016-09-12","6",239,"S32502655","obsr401421",1,0,12.875,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Black-capped Chickadee","Poecile atricapillus","species","2016-09-16","7",225,"S31610435","obsr211033",1,1,24.784,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blackpoll Warbler","Setophaga striata","species","2016-09-16","1",225,"S31610435","obsr211033",1,1,24.784,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blackpoll Warbler","Setophaga striata","species","2016-09-26","1",204,"S31801031","obsr322135",2,1,35.405,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue Jay","Cyanocitta cristata","species","2016-09-26","6",204,"S31801031","obsr322135",2,1,35.405,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Blue Jay","Cyanocitta cristata","species","2016-09-16","3",225,"S31610435","obsr211033",1,1,24.784,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Boreal Chickadee","Poecile hudsonicus","species","2016-09-16","1",225,"S31610435","obsr211033",1,1,24.784,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
"Broad-winged Hawk","Buteo platypterus","species","2016-09-30","1",135,"S31830856","obsr322135",2,1,4.023,"Katahdin Woods & Waters NM","Penobscot","Traveling","KAWW",-68.6896026,45.8747122,423
